,worldbank_stats_by_country_2015-2019.csv column names
7697,GNI (constant 2010 US$) 2017
7698,GNI (constant 2010 US$) 2018
7699,GNI (constant 2010 US$) 2019
7700,GNI growth (annual %) 2015
7701,GNI growth (annual %) 2016
7702,GNI growth (annual %) 2017
7703,GNI growth (annual %) 2018
7704,GNI growth (annual %) 2019
7705,GNI (constant LCU) 2015
7706,GNI (constant LCU) 2016
7707,GNI (constant LCU) 2017
7708,GNI (constant LCU) 2018
7709,GNI (constant LCU) 2019
7710,"GNI, PPP (current international $) 2015"
7711,"GNI, PPP (current international $) 2016"
7712,"GNI, PPP (current international $) 2017"
7713,"GNI, PPP (current international $) 2018"
7714,"GNI, PPP (current international $) 2019"
7715,"GNI, PPP (constant 2011 international $) 2015"
7716,"GNI, PPP (constant 2011 international $) 2016"
7717,"GNI, PPP (constant 2011 international $) 2017"
7718,"GNI, PPP (constant 2011 international $) 2018"
7719,"GNI, PPP (constant 2011 international $) 2019"
7720,"GNI per capita, Atlas method (current US$) 2015"
7721,"GNI per capita, Atlas method (current US$) 2016"
7722,"GNI per capita, Atlas method (current US$) 2017"
7723,"GNI per capita, Atlas method (current US$) 2018"
7724,"GNI per capita, Atlas method (current US$) 2019"
7725,GNI per capita (current LCU) 2015
7726,GNI per capita (current LCU) 2016
7727,GNI per capita (current LCU) 2017
7728,GNI per capita (current LCU) 2018
7729,GNI per capita (current LCU) 2019
7730,GNI per capita (constant 2010 US$) 2015
7731,GNI per capita (constant 2010 US$) 2016
7732,GNI per capita (constant 2010 US$) 2017
7733,GNI per capita (constant 2010 US$) 2018
7734,GNI per capita (constant 2010 US$) 2019
7735,GNI per capita growth (annual %) 2015
7736,GNI per capita growth (annual %) 2016
7737,GNI per capita growth (annual %) 2017
7738,GNI per capita growth (annual %) 2018
7739,GNI per capita growth (annual %) 2019
7740,GNI per capita (constant LCU) 2015
7741,GNI per capita (constant LCU) 2016
7742,GNI per capita (constant LCU) 2017
7743,GNI per capita (constant LCU) 2018
7744,GNI per capita (constant LCU) 2019
7745,"GNI per capita, PPP (current international $) 2015"
7746,"GNI per capita, PPP (current international $) 2016"
7747,"GNI per capita, PPP (current international $) 2017"
7748,"GNI per capita, PPP (current international $) 2018"
7749,"GNI per capita, PPP (current international $) 2019"
7750,"GNI per capita, PPP (constant 2011 international $) 2015"
7751,"GNI per capita, PPP (constant 2011 international $) 2016"
7752,"GNI per capita, PPP (constant 2011 international $) 2017"
7753,"GNI per capita, PPP (constant 2011 international $) 2018"
7754,"GNI per capita, PPP (constant 2011 international $) 2019"
7755,Gross savings (current US$) 2015
7756,Gross savings (current US$) 2016
7757,Gross savings (current US$) 2017
7758,Gross savings (current US$) 2018
7759,Gross savings (current US$) 2019
7760,Gross savings (current LCU) 2015
7761,Gross savings (current LCU) 2016
7762,Gross savings (current LCU) 2017
7763,Gross savings (current LCU) 2018
7764,Gross savings (current LCU) 2019
7765,Gross savings (% of GNI) 2015
7766,Gross savings (% of GNI) 2016
7767,Gross savings (% of GNI) 2017
7768,Gross savings (% of GNI) 2018
7769,Gross savings (% of GNI) 2019
7770,Gross savings (% of GDP) 2015
7771,Gross savings (% of GDP) 2016
7772,Gross savings (% of GDP) 2017
7773,Gross savings (% of GDP) 2018
7774,Gross savings (% of GDP) 2019
7775,Net income from abroad (current US$) 2015
7776,Net income from abroad (current US$) 2016
7777,Net income from abroad (current US$) 2017
7778,Net income from abroad (current US$) 2018
7779,Net income from abroad (current US$) 2019
7780,Net income from abroad (current LCU) 2015
7781,Net income from abroad (current LCU) 2016
7782,Net income from abroad (current LCU) 2017
7783,Net income from abroad (current LCU) 2018
7784,Net income from abroad (current LCU) 2019
7785,Net income from abroad (constant LCU) 2015
7786,Net income from abroad (constant LCU) 2016
7787,Net income from abroad (constant LCU) 2017
7788,Net income from abroad (constant LCU) 2018
7789,Net income from abroad (constant LCU) 2019
7790,Net taxes on products (current US$) 2015
7791,Net taxes on products (current US$) 2016
7792,Net taxes on products (current US$) 2017
7793,Net taxes on products (current US$) 2018
7794,Net taxes on products (current US$) 2019
7795,Net taxes on products (current LCU) 2015
7796,Net taxes on products (current LCU) 2016
7797,Net taxes on products (current LCU) 2017
7798,Net taxes on products (current LCU) 2018
7799,Net taxes on products (current LCU) 2019
7800,Net taxes on products (constant LCU) 2015
7801,Net taxes on products (constant LCU) 2016
7802,Net taxes on products (constant LCU) 2017
7803,Net taxes on products (constant LCU) 2018
7804,Net taxes on products (constant LCU) 2019
7805,Net current transfers from abroad (current US$) 2015
7806,Net current transfers from abroad (current US$) 2016
7807,Net current transfers from abroad (current US$) 2017
7808,Net current transfers from abroad (current US$) 2018
7809,Net current transfers from abroad (current US$) 2019
7810,Net current transfers from abroad (current LCU) 2015
7811,Net current transfers from abroad (current LCU) 2016
7812,Net current transfers from abroad (current LCU) 2017
7813,Net current transfers from abroad (current LCU) 2018
7814,Net current transfers from abroad (current LCU) 2019
7815,Net current transfers from abroad (constant LCU) 2015
7816,Net current transfers from abroad (constant LCU) 2016
7817,Net current transfers from abroad (constant LCU) 2017
7818,Net current transfers from abroad (constant LCU) 2018
7819,Net current transfers from abroad (constant LCU) 2019
7820,Terms of trade adjustment (constant LCU) 2015
7821,Terms of trade adjustment (constant LCU) 2016
7822,Terms of trade adjustment (constant LCU) 2017
7823,Terms of trade adjustment (constant LCU) 2018
7824,Terms of trade adjustment (constant LCU) 2019
7825,DEC alternative conversion factor (LCU per US$) 2015
7826,DEC alternative conversion factor (LCU per US$) 2016
7827,DEC alternative conversion factor (LCU per US$) 2017
7828,DEC alternative conversion factor (LCU per US$) 2018
7829,DEC alternative conversion factor (LCU per US$) 2019
7830,"Official exchange rate (LCU per US$, period average) 2015"
7831,"Official exchange rate (LCU per US$, period average) 2016"
7832,"Official exchange rate (LCU per US$, period average) 2017"
7833,"Official exchange rate (LCU per US$, period average) 2018"
7834,"Official exchange rate (LCU per US$, period average) 2019"
7835,"PPP conversion factor, GDP (LCU per international $) 2015"
7836,"PPP conversion factor, GDP (LCU per international $) 2016"
7837,"PPP conversion factor, GDP (LCU per international $) 2017"
7838,"PPP conversion factor, GDP (LCU per international $) 2018"
7839,"PPP conversion factor, GDP (LCU per international $) 2019"
7840,Price level ratio of PPP conversion factor (GDP) to market exchange rate 2015
7841,Price level ratio of PPP conversion factor (GDP) to market exchange rate 2016
7842,Price level ratio of PPP conversion factor (GDP) to market exchange rate 2017
7843,Price level ratio of PPP conversion factor (GDP) to market exchange rate 2018
7844,Price level ratio of PPP conversion factor (GDP) to market exchange rate 2019
7845,"PPP conversion factor, private consumption (LCU per international $) 2015"
7846,"PPP conversion factor, private consumption (LCU per international $) 2016"
7847,"PPP conversion factor, private consumption (LCU per international $) 2017"
7848,"PPP conversion factor, private consumption (LCU per international $) 2018"
7849,"PPP conversion factor, private consumption (LCU per international $) 2019"
7850,Adequacy of social protection and labor programs (% of total welfare of beneficiary households) 2015
7851,Adequacy of social protection and labor programs (% of total welfare of beneficiary households) 2016
7852,Adequacy of social protection and labor programs (% of total welfare of beneficiary households) 2017
7853,Adequacy of social protection and labor programs (% of total welfare of beneficiary households) 2018
7854,Adequacy of social protection and labor programs (% of total welfare of beneficiary households) 2019
7855,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits) 2015
7856,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits) 2016
7857,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits) 2017
7858,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits) 2018
7859,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits) 2019
7860,Coverage of social protection and labor programs (% of population) 2015
7861,Coverage of social protection and labor programs (% of population) 2016
7862,Coverage of social protection and labor programs (% of population) 2017
7863,Coverage of social protection and labor programs (% of population) 2018
7864,Coverage of social protection and labor programs (% of population) 2019
7865,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households) 2015
7866,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households) 2016
7867,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households) 2017
7868,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households) 2018
7869,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households) 2019
7870,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits) 2015
7871,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits) 2016
7872,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits) 2017
7873,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits) 2018
7874,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits) 2019
7875,Coverage of unemployment benefits and ALMP (% of population) 2015
7876,Coverage of unemployment benefits and ALMP (% of population) 2016
7877,Coverage of unemployment benefits and ALMP (% of population) 2017
7878,Coverage of unemployment benefits and ALMP (% of population) 2018
7879,Coverage of unemployment benefits and ALMP (% of population) 2019
7880,Coverage of unemployment benefits and ALMP in poorest quintile (% of population) 2015
7881,Coverage of unemployment benefits and ALMP in poorest quintile (% of population) 2016
7882,Coverage of unemployment benefits and ALMP in poorest quintile (% of population) 2017
7883,Coverage of unemployment benefits and ALMP in poorest quintile (% of population) 2018
7884,Coverage of unemployment benefits and ALMP in poorest quintile (% of population) 2019
7885,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population) 2015
7886,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population) 2016
7887,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population) 2017
7888,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population) 2018
7889,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population) 2019
7890,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population) 2015
7891,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population) 2016
7892,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population) 2017
7893,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population) 2018
7894,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population) 2019
7895,Coverage of unemployment benefits and ALMP in 4th quintile (% of population) 2015
7896,Coverage of unemployment benefits and ALMP in 4th quintile (% of population) 2016
7897,Coverage of unemployment benefits and ALMP in 4th quintile (% of population) 2017
7898,Coverage of unemployment benefits and ALMP in 4th quintile (% of population) 2018
7899,Coverage of unemployment benefits and ALMP in 4th quintile (% of population) 2019
7900,Coverage of unemployment benefits and ALMP in richest quintile (% of population) 2015
7901,Coverage of unemployment benefits and ALMP in richest quintile (% of population) 2016
7902,Coverage of unemployment benefits and ALMP in richest quintile (% of population) 2017
7903,Coverage of unemployment benefits and ALMP in richest quintile (% of population) 2018
7904,Coverage of unemployment benefits and ALMP in richest quintile (% of population) 2019
7905,Adequacy of social safety net programs (% of total welfare of beneficiary households) 2015
7906,Adequacy of social safety net programs (% of total welfare of beneficiary households) 2016
